VariableDesc,QNum,VarName
 q2_9_13 If yes how many times did (…) stay overnight at a health centre during this sickness?                                       ,q2_9_13,q2_9_13
 q2_9_14 If yes how many times did (…) stay overnight at a health centre during this sickness?                                       ,q2_9_14,q2_9_14
 q2_9_15 If yes how many times did (…) stay overnight at a health centre during this sickness?                                       ,q2_9_15,q2_9_15
 q2_9_16 If yes how many times did (…) stay overnight at a health centre during this sickness?                                       ,q2_9_16,q2_9_16
 q2_9_17 If yes how many times did (…) stay overnight at a health centre during this sickness?                                       ,q2_9_17,q2_9_17
 q2_9_18 If yes how many times did (…) stay overnight at a health centre during this sickness?                                       ,q2_9_18,q2_9_18
 q2_9_19 If yes how many times did (…) stay overnight at a health centre during this sickness?                                       ,q2_9_19,q2_9_19
 q2_9_20 If yes how many times did (…) stay overnight at a health centre during this sickness?                                       ,q2_9_20,q2_9_20
 q2_9_21 If yes how many times did (…) stay overnight at a health centre during this sickness?                                       ,q2_9_21,q2_9_21
 q2_9_22 If yes how many times did (…) stay overnight at a health centre during this sickness?                                       ,q2_9_22,q2_9_22
 q2_9_23 If yes how many times did (…) stay overnight at a health centre during this sickness?                                       ,q2_9_23,q2_9_23
 q2_9_24 If yes how many times did (…) stay overnight at a health centre during this sickness?                                       ,q2_9_24,q2_9_24
 q2_9_25 If yes how many times did (…) stay overnight at a health centre during this sickness?                                       ,q2_9_25,q2_9_25
 q2_9_26 If yes how many times did (…) stay overnight at a health centre during this sickness?                                       ,q2_9_26,q2_9_26
 q2_9_27 If yes how many times did (…) stay overnight at a health centre during this sickness?                                       ,q2_9_27,q2_9_27
 q2_9_28 If yes how many times did (…) stay overnight at a health centre during this sickness?                                       ,q2_9_28,q2_9_28
 q2_9_29 If yes how many times did (…) stay overnight at a health centre during this sickness?                                       ,q2_9_29,q2_9_29
 q2_9_30 If yes how many times did (…) stay overnight at a health centre during this sickness?                                       ,q2_9_30,q2_9_30
 q2_10_1 Did ….. stay overnight at a district hospital during this sickness?                                                         ,q2_10_1,q2_10_1
 q2_10_2 Did ….. stay overnight at a district hospital during this sickness?                                                         ,q2_10_2,q2_10_2
 q2_10_3 Did ….. stay overnight at a district hospital during this sickness?                                                         ,q2_10_3,q2_10_3
 q2_10_4 Did ….. stay overnight at a district hospital during this sickness?                                                         ,q2_10_4,q2_10_4
 q2_10_5 Did ….. stay overnight at a district hospital during this sickness?                                                         ,q2_10_5,q2_10_5
 q2_10_6 Did ….. stay overnight at a district hospital during this sickness?                                                         ,q2_10_6,q2_10_6
 q2_10_7 Did ….. stay overnight at a district hospital during this sickness?                                                         ,q2_10_7,q2_10_7
 q2_10_8 Did ….. stay overnight at a district hospital during this sickness?                                                         ,q2_10_8,q2_10_8
 q2_10_9 Did ….. stay overnight at a district hospital during this sickness?                                                         ,q2_10_9,q2_10_9
 q2_10_10 Did ….. stay overnight at a district hospital during this sickness?                                                        ,q2_10_10,q2_10_10
 q2_10_11 Did ….. stay overnight at a district hospital during this sickness?                                                        ,q2_10_11,q2_10_11
 q2_10_12 Did ….. stay overnight at a district hospital during this sickness?                                                        ,q2_10_12,q2_10_12
 q2_10_13 Did ….. stay overnight at a district hospital during this sickness?                                                        ,q2_10_13,q2_10_13
 q2_10_14 Did ….. stay overnight at a district hospital during this sickness?                                                        ,q2_10_14,q2_10_14
 q2_10_15 Did ….. stay overnight at a district hospital during this sickness?                                                        ,q2_10_15,q2_10_15
 q2_10_16 Did ….. stay overnight at a district hospital during this sickness?                                                        ,q2_10_16,q2_10_16
 q2_10_17 Did ….. stay overnight at a district hospital during this sickness?                                                        ,q2_10_17,q2_10_17
 q2_10_18 Did ….. stay overnight at a district hospital during this sickness?                                                        ,q2_10_18,q2_10_18
 q2_10_19 Did ….. stay overnight at a district hospital during this sickness?                                                        ,q2_10_19,q2_10_19
 q2_10_20 Did ….. stay overnight at a district hospital during this sickness?                                                        ,q2_10_20,q2_10_20
 q2_10_21 Did ….. stay overnight at a district hospital during this sickness?                                                        ,q2_10_21,q2_10_21
 q2_10_22 Did ….. stay overnight at a district hospital during this sickness?                                                        ,q2_10_22,q2_10_22
 q2_10_23 Did ….. stay overnight at a district hospital during this sickness?                                                        ,q2_10_23,q2_10_23
 q2_10_24 Did ….. stay overnight at a district hospital during this sickness?                                                        ,q2_10_24,q2_10_24
 q2_10_25 Did ….. stay overnight at a district hospital during this sickness?                                                        ,q2_10_25,q2_10_25
 q2_10_26 Did ….. stay overnight at a district hospital during this sickness?                                                        ,q2_10_26,q2_10_26
 q2_10_27 Did ….. stay overnight at a district hospital during this sickness?                                                        ,q2_10_27,q2_10_27
 q2_10_28 Did ….. stay overnight at a district hospital during this sickness?                                                        ,q2_10_28,q2_10_28
 q2_10_29 Did ….. stay overnight at a district hospital during this sickness?                                                        ,q2_10_29,q2_10_29
 q2_10_30 Did ….. stay overnight at a district hospital during this sickness?                                                        ,q2_10_30,q2_10_30
 q2_11_1 If yes how many times did (….) stay overnight at a district hospital during this sickness?                                  ,q2_11_1,q2_11_1
 q2_11_ If yes how many times did (….) stay overnight at a district hospital during this sickness?                                   ,q2_11_,q2_11_
 q2_11_3 If yes how many times did (….) stay overnight at a district hospital during this sickness?                                  ,q2_11_3,q2_11_3
 q2_11_4 If yes how many times did (….) stay overnight at a district hospital during this sickness?                                  ,q2_11_4,q2_11_4
 q2_11_5 If yes how many times did (….) stay overnight at a district hospital during this sickness?                                  ,q2_11_5,q2_11_5
 q2_11_6 If yes how many times did (….) stay overnight at a district hospital during this sickness?                                  ,q2_11_6,q2_11_6
 q2_11_7 If yes how many times did (….) stay overnight at a district hospital during this sickness?                                  ,q2_11_7,q2_11_7
 q2_11_8 If yes how many times did (….) stay overnight at a district hospital during this sickness?                                  ,q2_11_8,q2_11_8
 q2_11_9 If yes how many times did (….) stay overnight at a district hospital during this sickness?                                  ,q2_11_9,q2_11_9
 q2_11_10 If yes how many times did (….) stay overnight at a district hospital during this sickness?                                 ,q2_11_10,q2_11_10
 q2_11_11 If yes how many times did (….) stay overnight at a district hospital during this sickness?                                 ,q2_11_11,q2_11_11
 q2_11_12 If yes how many times did (….) stay overnight at a district hospital during this sickness?                                 ,q2_11_12,q2_11_12
 q2_11_13 If yes how many times did (….) stay overnight at a district hospital during this sickness?                                 ,q2_11_13,q2_11_13
 q2_11_14 If yes how many times did (….) stay overnight at a district hospital during this sickness?                                 ,q2_11_14,q2_11_14
 q2_11_15 If yes how many times did (….) stay overnight at a district hospital during this sickness?                                 ,q2_11_15,q2_11_15
 q2_11_16 If yes how many times did (….) stay overnight at a district hospital during this sickness?                                 ,q2_11_16,q2_11_16
 q2_11_17 If yes how many times did (….) stay overnight at a district hospital during this sickness?                                 ,q2_11_17,q2_11_17
 q2_11_18 If yes how many times did (….) stay overnight at a district hospital during this sickness?                                 ,q2_11_18,q2_11_18
 q2_11_19 If yes how many times did (….) stay overnight at a district hospital during this sickness?                                 ,q2_11_19,q2_11_19
 q2_11_20 If yes how many times did (….) stay overnight at a district hospital during this sickness?                                 ,q2_11_20,q2_11_20
 q2_11_21 If yes how many times did (….) stay overnight at a district hospital during this sickness?                                 ,q2_11_21,q2_11_21
 q2_11_22 If yes how many times did (….) stay overnight at a district hospital during this sickness?                                 ,q2_11_22,q2_11_22
 q2_11_23 If yes how many times did (….) stay overnight at a district hospital during this sickness?                                 ,q2_11_23,q2_11_23
 q2_11_24 If yes how many times did (….) stay overnight at a district hospital during this sickness?                                 ,q2_11_24,q2_11_24
 q2_11_25 If yes how many times did (….) stay overnight at a district hospital during this sickness?                                 ,q2_11_25,q2_11_25
 q2_11_26 If yes how many times did (….) stay overnight at a district hospital during this sickness?                                 ,q2_11_26,q2_11_26
 q2_11_27 If yes how many times did (….) stay overnight at a district hospital during this sickness?                                 ,q2_11_27,q2_11_27
 q2_11_28 If yes how many times did (….) stay overnight at a district hospital during this sickness?                                 ,q2_11_28,q2_11_28
 q2_11_29 If yes how many times did (….) stay overnight at a district hospital during this sickness?                                 ,q2_11_29,q2_11_29
 q2_11_30 If yes how many times did (….) stay overnight at a district hospital during this sickness?                                 ,q2_11_30,q2_11_30
 q2_12_1 Did ….. stay overnight at a provincial hospital during this sickness?                                                       ,q2_12_1,q2_12_1
 q2_12_2 Did ….. stay overnight at a provincial hospital during this sickness?                                                       ,q2_12_2,q2_12_2
 q2_12_3 Did ….. stay overnight at a provincial hospital during this sickness?                                                       ,q2_12_3,q2_12_3
 q2_12_4 Did ….. stay overnight at a provincial hospital during this sickness?                                                       ,q2_12_4,q2_12_4
 q2_12_5 Did ….. stay overnight at a provincial hospital during this sickness?                                                       ,q2_12_5,q2_12_5
 q2_12_6 Did ….. stay overnight at a provincial hospital during this sickness?                                                       ,q2_12_6,q2_12_6
 q2_12_7 Did ….. stay overnight at a provincial hospital during this sickness?                                                       ,q2_12_7,q2_12_7
 q2_12_8 Did ….. stay overnight at a provincial hospital during this sickness?                                                       ,q2_12_8,q2_12_8
 q2_12_9 Did ….. stay overnight at a provincial hospital during this sickness?                                                       ,q2_12_9,q2_12_9
 q2_12_10 Did ….. stay overnight at a provincial hospital during this sickness?                                                      ,q2_12_10,q2_12_10
 q2_12_11 Did ….. stay overnight at a provincial hospital during this sickness?                                                      ,q2_12_11,q2_12_11
 q2_12_12 Did ….. stay overnight at a provincial hospital during this sickness?                                                      ,q2_12_12,q2_12_12
 q2_12_13 Did ….. stay overnight at a provincial hospital during this sickness?                                                      ,q2_12_13,q2_12_13
 q2_12_14 Did ….. stay overnight at a provincial hospital during this sickness?                                                      ,q2_12_14,q2_12_14
 q2_12_15 Did ….. stay overnight at a provincial hospital during this sickness?                                                      ,q2_12_15,q2_12_15
 q2_12_16 Did ….. stay overnight at a provincial hospital during this sickness?                                                      ,q2_12_16,q2_12_16
 q2_12_17 Did ….. stay overnight at a provincial hospital during this sickness?                                                      ,q2_12_17,q2_12_17
 q2_12_18 Did ….. stay overnight at a provincial hospital during this sickness?                                                      ,q2_12_18,q2_12_18
 q2_12_19 Did ….. stay overnight at a provincial hospital during this sickness?                                                      ,q2_12_19,q2_12_19
 q2_12_20 Did ….. stay overnight at a provincial hospital during this sickness?                                                      ,q2_12_20,q2_12_20
 q2_12_21 Did ….. stay overnight at a provincial hospital during this sickness?                                                      ,q2_12_21,q2_12_21
 q2_12_22 Did ….. stay overnight at a provincial hospital during this sickness?                                                      ,q2_12_22,q2_12_22
 q2_12_23 Did ….. stay overnight at a provincial hospital during this sickness?                                                      ,q2_12_23,q2_12_23
 q2_12_24 Did ….. stay overnight at a provincial hospital during this sickness?                                                      ,q2_12_24,q2_12_24
 q2_12_25 Did ….. stay overnight at a provincial hospital during this sickness?                                                      ,q2_12_25,q2_12_25
 q2_12_26 Did ….. stay overnight at a provincial hospital during this sickness?                                                      ,q2_12_26,q2_12_26
 q2_12_27 Did ….. stay overnight at a provincial hospital during this sickness?                                                      ,q2_12_27,q2_12_27
 q2_12_28 Did ….. stay overnight at a provincial hospital during this sickness?                                                      ,q2_12_28,q2_12_28
 q2_12_29 Did ….. stay overnight at a provincial hospital during this sickness?                                                      ,q2_12_29,q2_12_29
 q2_12_30 Did ….. stay overnight at a provincial hospital during this sickness?                                                      ,q2_12_30,q2_12_30
 q2_13_1 How many times did (…..) stay overnight at a provincial hospital during this sickness?                                      ,q2_13_1,q2_13_1
 q2_13_2 How many times did (…..) stay overnight at a provincial hospital during this sickness?                                      ,q2_13_2,q2_13_2
 q2_13_3 How many times did (…..) stay overnight at a provincial hospital during this sickness?                                      ,q2_13_3,q2_13_3
 q2_13_4 How many times did (…..) stay overnight at a provincial hospital during this sickness?                                      ,q2_13_4,q2_13_4
 q2_13_5 How many times did (…..) stay overnight at a provincial hospital during this sickness?                                      ,q2_13_5,q2_13_5
 q2_13_6 How many times did (…..) stay overnight at a provincial hospital during this sickness?                                      ,q2_13_6,q2_13_6
 q2_13_7 How many times did (…..) stay overnight at a provincial hospital during this sickness?                                      ,q2_13_7,q2_13_7
 q2_13_8 How many times did (…..) stay overnight at a provincial hospital during this sickness?                                      ,q2_13_8,q2_13_8
 q2_13_9 How many times did (…..) stay overnight at a provincial hospital during this sickness?                                      ,q2_13_9,q2_13_9
 q2_13_10 How many times did (…..) stay overnight at a provincial hospital during this sickness?                                     ,q2_13_10,q2_13_10
 q2_13_11 How many times did (…..) stay overnight at a provincial hospital during this sickness?                                     ,q2_13_11,q2_13_11
 q2_13_12 How many times did (…..) stay overnight at a provincial hospital during this sickness?                                     ,q2_13_12,q2_13_12
 q2_13_13 How many times did (…..) stay overnight at a provincial hospital during this sickness?                                     ,q2_13_13,q2_13_13
 q2_13_14 How many times did (…..) stay overnight at a provincial hospital during this sickness?                                     ,q2_13_14,q2_13_14
 q2_13_15 How many times did (…..) stay overnight at a provincial hospital during this sickness?                                     ,q2_13_15,q2_13_15
 q2_13_16 How many times did (…..) stay overnight at a provincial hospital during this sickness?                                     ,q2_13_16,q2_13_16
 q2_13_17 How many times did (…..) stay overnight at a provincial hospital during this sickness?                                     ,q2_13_17,q2_13_17
 q2_13_18 How many times did (…..) stay overnight at a provincial hospital during this sickness?                                     ,q2_13_18,q2_13_18
 q2_13_19 How many times did (…..) stay overnight at a provincial hospital during this sickness?                                     ,q2_13_19,q2_13_19
 q2_13_20 How many times did (…..) stay overnight at a provincial hospital during this sickness?                                     ,q2_13_20,q2_13_20
 q2_13_21 How many times did (…..) stay overnight at a provincial hospital during this sickness?                                     ,q2_13_21,q2_13_21
 q2_13_22 How many times did (…..) stay overnight at a provincial hospital during this sickness?                                     ,q2_13_22,q2_13_22
 q2_13_23 How many times did (…..) stay overnight at a provincial hospital during this sickness?                                     ,q2_13_23,q2_13_23
 q2_13_24 How many times did (…..) stay overnight at a provincial hospital during this sickness?                                     ,q2_13_24,q2_13_24
 q2_13_25 How many times did (…..) stay overnight at a provincial hospital during this sickness?                                     ,q2_13_25,q2_13_25
 q2_13_26 How many times did (…..) stay overnight at a provincial hospital during this sickness?                                     ,q2_13_26,q2_13_26
 q2_13_27 How many times did (…..) stay overnight at a provincial hospital during this sickness?                                     ,q2_13_27,q2_13_27
 q2_13_28 How many times did (…..) stay overnight at a provincial hospital during this sickness?                                     ,q2_13_28,q2_13_28
 q2_13_29 How many times did (…..) stay overnight at a provincial hospital during this sickness?                                     ,q2_13_29,q2_13_29
 q2_13_30 How many times did (…..) stay overnight at a provincial hospital during this sickness?                                     ,q2_13_30,q2_13_30
 q2_14_1 Did ….. stay overnight at a national hospital during this sickness?                                                         ,q2_14_1,q2_14_1
 q2_14_2 Did ….. stay overnight at a national hospital during this sickness?                                                         ,q2_14_2,q2_14_2
 q2_14_3 Did ….. stay overnight at a national hospital during this sickness?                                                         ,q2_14_3,q2_14_3
 q2_14_4 Did ….. stay overnight at a national hospital during this sickness?                                                         ,q2_14_4,q2_14_4
 q2_14_5 Did ….. stay overnight at a national hospital during this sickness?                                                         ,q2_14_5,q2_14_5
 q2_14_6 Did ….. stay overnight at a national hospital during this sickness?                                                         ,q2_14_6,q2_14_6
 q2_14_7 Did ….. stay overnight at a national hospital during this sickness?                                                         ,q2_14_7,q2_14_7
 q2_14_8 Did ….. stay overnight at a national hospital during this sickness?                                                         ,q2_14_8,q2_14_8
 q2_14_9 Did ….. stay overnight at a national hospital during this sickness?                                                         ,q2_14_9,q2_14_9
 q2_14_10 Did ….. stay overnight at a national hospital during this sickness?                                                        ,q2_14_10,q2_14_10
 q2_14_11 Did ….. stay overnight at a national hospital during this sickness?                                                        ,q2_14_11,q2_14_11
 q2_14_12 Did ….. stay overnight at a national hospital during this sickness?                                                        ,q2_14_12,q2_14_12
 q2_14_13 Did ….. stay overnight at a national hospital during this sickness?                                                        ,q2_14_13,q2_14_13
 q2_14_14 Did ….. stay overnight at a national hospital during this sickness?                                                        ,q2_14_14,q2_14_14
 q2_14_15 Did ….. stay overnight at a national hospital during this sickness?                                                        ,q2_14_15,q2_14_15
 q2_14_16 Did ….. stay overnight at a national hospital during this sickness?                                                        ,q2_14_16,q2_14_16
 q2_14_17 Did ….. stay overnight at a national hospital during this sickness?                                                        ,q2_14_17,q2_14_17
 q2_14_18 Did ….. stay overnight at a national hospital during this sickness?                                                        ,q2_14_18,q2_14_18
 q2_14_19 Did ….. stay overnight at a national hospital during this sickness?                                                        ,q2_14_19,q2_14_19
 q2_14_20 Did ….. stay overnight at a national hospital during this sickness?                                                        ,q2_14_20,q2_14_20
 q2_14_21 Did ….. stay overnight at a national hospital during this sickness?                                                        ,q2_14_21,q2_14_21
 q2_14_22 Did ….. stay overnight at a national hospital during this sickness?                                                        ,q2_14_22,q2_14_22
 q2_14_23 Did ….. stay overnight at a national hospital during this sickness?                                                        ,q2_14_23,q2_14_23
 q2_14_24 Did ….. stay overnight at a national hospital during this sickness?                                                        ,q2_14_24,q2_14_24
 q2_14_25 Did ….. stay overnight at a national hospital during this sickness?                                                        ,q2_14_25,q2_14_25
 q2_14_26 Did ….. stay overnight at a national hospital during this sickness?                                                        ,q2_14_26,q2_14_26
 q2_14_27 Did ….. stay overnight at a national hospital during this sickness?                                                        ,q2_14_27,q2_14_27
 q2_14_28 Did ….. stay overnight at a national hospital during this sickness?                                                        ,q2_14_28,q2_14_28
 q2_14_29 Did ….. stay overnight at a national hospital during this sickness?                                                        ,q2_14_29,q2_14_29
 q2_14_30 Did ….. stay overnight at a national hospital during this sickness?                                                        ,q2_14_30,q2_14_30
 q2_15_1 How many times did (…..) stay overnight at a national hospital during this sickness?                                        ,q2_15_1,q2_15_1
 q2_15_2 How many times did (…..) stay overnight at a national hospital during this sickness?                                        ,q2_15_2,q2_15_2
 q2_15_3 How many times did (…..) stay overnight at a national hospital during this sickness?                                        ,q2_15_3,q2_15_3
 q2_15_4 How many times did (…..) stay overnight at a national hospital during this sickness?                                        ,q2_15_4,q2_15_4
 q2_15_5 How many times did (…..) stay overnight at a national hospital during this sickness?                                        ,q2_15_5,q2_15_5
 q2_15_6 How many times did (…..) stay overnight at a national hospital during this sickness?                                        ,q2_15_6,q2_15_6
 q2_15_7 How many times did (…..) stay overnight at a national hospital during this sickness?                                        ,q2_15_7,q2_15_7
 q2_15_8 How many times did (…..) stay overnight at a national hospital during this sickness?                                        ,q2_15_8,q2_15_8
 q2_15_9 How many times did (…..) stay overnight at a national hospital during this sickness?                                        ,q2_15_9,q2_15_9
 q2_15_10 How many times did (…..) stay overnight at a national hospital during this sickness?                                       ,q2_15_10,q2_15_10
 q2_15_11 How many times did (…..) stay overnight at a national hospital during this sickness?                                       ,q2_15_11,q2_15_11
 q2_15_12 How many times did (…..) stay overnight at a national hospital during this sickness?                                       ,q2_15_12,q2_15_12
 q2_15_13 How many times did (…..) stay overnight at a national hospital during this sickness?                                       ,q2_15_13,q2_15_13
 q2_15_14 How many times did (…..) stay overnight at a national hospital during this sickness?                                       ,q2_15_14,q2_15_14
 q2_15_15 How many times did (…..) stay overnight at a national hospital during this sickness?                                       ,q2_15_15,q2_15_15
 q2_15_16 How many times did (…..) stay overnight at a national hospital during this sickness?                                       ,q2_15_16,q2_15_16
 q2_15_17 How many times did (…..) stay overnight at a national hospital during this sickness?                                       ,q2_15_17,q2_15_17
 q2_15_18 How many times did (…..) stay overnight at a national hospital during this sickness?                                       ,q2_15_18,q2_15_18
 q2_15_19 How many times did (…..) stay overnight at a national hospital during this sickness?                                       ,q2_15_19,q2_15_19
 q2_15_20 How many times did (…..) stay overnight at a national hospital during this sickness?                                       ,q2_15_20,q2_15_20
 q2_15_21 How many times did (…..) stay overnight at a national hospital during this sickness?                                       ,q2_15_21,q2_15_21
 q2_15_22 How many times did (…..) stay overnight at a national hospital during this sickness?                                       ,q2_15_22,q2_15_22
 q2_15_23 How many times did (…..) stay overnight at a national hospital during this sickness?                                       ,q2_15_23,q2_15_23
 q2_15_24 How many times did (…..) stay overnight at a national hospital during this sickness?                                       ,q2_15_24,q2_15_24
 q2_15_25 How many times did (…..) stay overnight at a national hospital during this sickness?                                       ,q2_15_25,q2_15_25
 q2_15_26 How many times did (…..) stay overnight at a national hospital during this sickness?                                       ,q2_15_26,q2_15_26
 q2_15_27 How many times did (…..) stay overnight at a national hospital during this sickness?                                       ,q2_15_27,q2_15_27
 q2_15_28 How many times did (…..) stay overnight at a national hospital during this sickness?                                       ,q2_15_28,q2_15_28
 q2_15_29 How many times did (…..) stay overnight at a national hospital during this sickness?                                       ,q2_15_29,q2_15_29
 q2_15_30 How many times did (…..) stay overnight at a national hospital during this sickness?                                       ,q2_15_30,q2_15_30
 q2_16_1 Did ….. stay overnight at a private clinic during this sickness?                                                            ,q2_16_1,q2_16_1
 q2_16_2 Did ….. stay overnight at a private clinic during this sickness?                                                            ,q2_16_2,q2_16_2
 q2_16_3 Did ….. stay overnight at a private clinic during this sickness?                                                            ,q2_16_3,q2_16_3
 q2_16_4 Did ….. stay overnight at a private clinic during this sickness?                                                            ,q2_16_4,q2_16_4
 q2_16_5 Did ….. stay overnight at a private clinic during this sickness?                                                            ,q2_16_5,q2_16_5
 q2_16_6 Did ….. stay overnight at a private clinic during this sickness?                                                            ,q2_16_6,q2_16_6
 q2_16_7 Did ….. stay overnight at a private clinic during this sickness?                                                            ,q2_16_7,q2_16_7
 q2_16_8 Did ….. stay overnight at a private clinic during this sickness?                                                            ,q2_16_8,q2_16_8
 q2_16_9 Did ….. stay overnight at a private clinic during this sickness?                                                            ,q2_16_9,q2_16_9
 q2_16_10 Did ….. stay overnight at a private clinic during this sickness?                                                           ,q2_16_10,q2_16_10
 q2_16_11 Did ….. stay overnight at a private clinic during this sickness?                                                           ,q2_16_11,q2_16_11
 q2_16_12 Did ….. stay overnight at a private clinic during this sickness?                                                           ,q2_16_12,q2_16_12
 q2_16_13 Did ….. stay overnight at a private clinic during this sickness?                                                           ,q2_16_13,q2_16_13
 q2_16_14 Did ….. stay overnight at a private clinic during this sickness?                                                           ,q2_16_14,q2_16_14
 q2_16_15 Did ….. stay overnight at a private clinic during this sickness?                                                           ,q2_16_15,q2_16_15
 q2_16_16 Did ….. stay overnight at a private clinic during this sickness?                                                           ,q2_16_16,q2_16_16
 q2_16_17 Did ….. stay overnight at a private clinic during this sickness?                                                           ,q2_16_17,q2_16_17
 q2_16_18 Did ….. stay overnight at a private clinic during this sickness?                                                           ,q2_16_18,q2_16_18
 q2_16_19 Did ….. stay overnight at a private clinic during this sickness?                                                           ,q2_16_19,q2_16_19
 q2_16_20 Did ….. stay overnight at a private clinic during this sickness?                                                           ,q2_16_20,q2_16_20
 q2_16_21 Did ….. stay overnight at a private clinic during this sickness?                                                           ,q2_16_21,q2_16_21
 q2_16_22 Did ….. stay overnight at a private clinic during this sickness?                                                           ,q2_16_22,q2_16_22
 q2_16_23 Did ….. stay overnight at a private clinic during this sickness?                                                           ,q2_16_23,q2_16_23
 q2_16_24 Did ….. stay overnight at a private clinic during this sickness?                                                           ,q2_16_24,q2_16_24
 q2_16_25 Did ….. stay overnight at a private clinic during this sickness?                                                           ,q2_16_25,q2_16_25
 q2_16_26 Did ….. stay overnight at a private clinic during this sickness?                                                           ,q2_16_26,q2_16_26
 q2_16_27 Did ….. stay overnight at a private clinic during this sickness?                                                           ,q2_16_27,q2_16_27
 q2_16_28 Did ….. stay overnight at a private clinic during this sickness?                                                           ,q2_16_28,q2_16_28
 q2_16_29 Did ….. stay overnight at a private clinic during this sickness?                                                           ,q2_16_29,q2_16_29
 q2_16_30 Did ….. stay overnight at a private clinic during this sickness?                                                           ,q2_16_30,q2_16_30
 q2_17_1 How many times did (…..) stay overnight at a private clinic during this sickness?                                           ,q2_17_1,q2_17_1
 q2_17_2 How many times did (…..) stay overnight at a private clinic during this sickness?                                           ,q2_17_2,q2_17_2
 q2_17_3 How many times did (…..) stay overnight at a private clinic during this sickness?                                           ,q2_17_3,q2_17_3
 q2_17_4 How many times did (…..) stay overnight at a private clinic during this sickness?                                           ,q2_17_4,q2_17_4
 q2_17_5 How many times did (…..) stay overnight at a private clinic during this sickness?                                           ,q2_17_5,q2_17_5
 q2_17_6 How many times did (…..) stay overnight at a private clinic during this sickness?                                           ,q2_17_6,q2_17_6
 q2_17_7 How many times did (…..) stay overnight at a private clinic during this sickness?                                           ,q2_17_7,q2_17_7
 q2_17_8 How many times did (…..) stay overnight at a private clinic during this sickness?                                           ,q2_17_8,q2_17_8
 q2_17_9 How many times did (…..) stay overnight at a private clinic during this sickness?                                           ,q2_17_9,q2_17_9
 q2_17_10 How many times did (…..) stay overnight at a private clinic during this sickness?                                          ,q2_17_10,q2_17_10
 q2_17_11 How many times did (…..) stay overnight at a private clinic during this sickness?                                          ,q2_17_11,q2_17_11
 q2_17_12 How many times did (…..) stay overnight at a private clinic during this sickness?                                          ,q2_17_12,q2_17_12
 q2_17_13 How many times did (…..) stay overnight at a private clinic during this sickness?                                          ,q2_17_13,q2_17_13
 q2_17_14 How many times did (…..) stay overnight at a private clinic during this sickness?                                          ,q2_17_14,q2_17_14
 q2_17_15 How many times did (…..) stay overnight at a private clinic during this sickness?                                          ,q2_17_15,q2_17_15
 q2_17_16 How many times did (…..) stay overnight at a private clinic during this sickness?                                          ,q2_17_16,q2_17_16
 q2_17_17 How many times did (…..) stay overnight at a private clinic during this sickness?                                          ,q2_17_17,q2_17_17
 q2_17_18 How many times did (…..) stay overnight at a private clinic during this sickness?                                          ,q2_17_18,q2_17_18
 q2_17_19 How many times did (…..) stay overnight at a private clinic during this sickness?                                          ,q2_17_19,q2_17_19
 q2_17_20 How many times did (…..) stay overnight at a private clinic during this sickness?                                          ,q2_17_20,q2_17_20
 q2_17_21 How many times did (…..) stay overnight at a private clinic during this sickness?                                          ,q2_17_21,q2_17_21
 q2_17_22 How many times did (…..) stay overnight at a private clinic during this sickness?                                          ,q2_17_22,q2_17_22
 q2_17_23 How many times did (…..) stay overnight at a private clinic during this sickness?                                          ,q2_17_23,q2_17_23
 q2_17_24 How many times did (…..) stay overnight at a private clinic during this sickness?                                          ,q2_17_24,q2_17_24
 q2_17_26 How many times did (…..) stay overnight at a private clinic during this sickness?                                          ,q2_17_26,q2_17_26
 q2_17_25 How many times did (…..) stay overnight at a private clinic during this sickness?                                          ,q2_17_25,q2_17_25
 q2_17_27 How many times did (…..) stay overnight at a private clinic during this sickness?                                          ,q2_17_27,q2_17_27
 q2_17_28 How many times did (…..) stay overnight at a private clinic during this sickness?                                          ,q2_17_28,q2_17_28
 q2_17_29 How many times did (…..) stay overnight at a private clinic during this sickness?                                          ,q2_17_29,q2_17_29
 q2_17_30 How many times did (…..) stay overnight at a private clinic during this sickness?                                          ,q2_17_30,q2_17_30
"3.1. During the last 12 months, did you or any member of ...                                                                         ",q3_1,HH_Illness_1_in_Past_12mo
 3.2. The last time a person of the household went for an...                                                                         ,q3_2,HH_Illness_1_report_individual_number
 3.3 The last time a person of the household went for an ... -  National Hospital                                                    ,q3_3_1,HH_Illness_1_Consult_National_Hospital
 3.3 The last time a person of the household went for an ... - Provincial Hospital                                                   ,q3_3_2,HH_Illness_1_Consult_Provincial_Hospital
 3.3 The last time a person of the household went for an ... - District Hospital                                                     ,q3_3_3,HH_Illness_1_Consult_District_Hospital
 3.3 The last time a person of the household went for an ... - Health Center                                                         ,q3_3_4,HH_Illness_1_Consult_Health_Center
 3.3 The last time a person of the household went for an ... - Health Volunteer                                                      ,q3_3_5,HH_Illness_1_Consult_Health_Volunteer
 3.3 The last time a person of the household went for an ... - Traditional Healer                                                    ,q3_3_6,HH_Illness_1_Consult_Traditional_Healer
 3.3 The last time a person of the household went for an ... - Private Private Pharmacist                                            ,q3_3_7,HH_Illness_1_Consult_Private_Pharmacist
 3.3 The last time a person of the household went for an ... - Private clinic / private modern medical practitioner                  ,q3_3_8,HH_Illness_1_Consult_Private_Clinic
